# ============================================================
# DRIFT-REPORT  (Zyklen: 1344)
# ============================================================
# Signal                  first     last    delta     span  Urteil
# dopamine               0.2500   0.2500   0.0000   0.0000  stabil
# serotonin              0.2885   0.2885   0.0000   0.0000  stabil
# glutamate              0.5270   0.5270   0.0000   0.0000  stabil
# gaba                   0.3890   0.3890   0.0000   0.0000  stabil
# noradrenaline          0.7000   0.7000   0.0000   0.0000  stabil
# acetylcholine          0.7625   0.7625   0.0000   0.0000  stabil
# histamine              0.4371   0.4375   0.0004   0.0173  stabil
# orexin                 0.2380   0.2383   0.0003   0.0015  stabil
# bdnf                   0.6675   0.6633  -0.0042   0.0551  stabil
# adenosine              0.6065   0.6406   0.0342   0.0967  stabil
# endocannabinoid_2ag    0.0000   0.0000   0.0000   0.0000  stabil
# cortisol               0.0566   0.0261  -0.0305   0.0879  stabil
# exploration_bias       0.5000   0.5000   0.0000   0.0000  stabil
# plasticity_level       0.7800   0.7800   0.0000   0.0000  stabil
# adaptive_threshold     0.5272   0.5671   0.0399   0.2015  stabil
# survivors             20.0000  23.0000   3.0000  13.0000  konvergiert
# participated          91.0000  88.0000  -3.0000  23.0000  stabil
# weakened              71.0000  65.0000  -6.0000  29.0000  stabil
# effectiveness          0.0000   0.0000   0.0000   0.0000  stabil
# reciprocal_gate        0.3306   0.2969  -0.0337   0.1136  stabil
# allostatic_load        0.0000   0.0337   0.0337   0.1844  stabil
# ------------------------------------------------------------
# GESAMT: konvergenz
# ============================================================

cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
11,1784896686,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6674,0.613957,1e-06,0.00938234179799298,0.5,0.78,0.590718520834353,21.0,87.0,66.0,0.0,0.31866110725552055,0.023214801869369438
12,1784896690,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6681,0.583796,1e-06,0.006688800598198203,0.5,0.78,0.5318888947374243,18.0,91.0,73.0,0.0,0.35395339507886436,0.0004038711320103916
13,1784896694,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6677,0.55816,1e-06,0.03417415201577102,0.5,0.78,0.5944537859460743,24.0,86.0,62.0,0.0,0.38779577655520503,0.09830663865677428
14,1784896697,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6669,0.631022,1e-06,0.023921906411039716,0.5,0.78,0.531467724843318,19.0,96.0,77.0,0.0,0.30756308358864354,0.0
15,1784896701,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6664,0.598302,1e-06,0.0167453344877278,0.5,0.78,0.5474684607607412,22.0,94.0,72.0,0.0,0.3410131985120504,0.0
16,1784896704,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6662,0.57049,1e-06,0.01956691622741038,0.5,0.78,0.5557896344999245,20.0,88.0,68.0,0.0,0.3743424389584352,0.026150606953336396
17,1784896707,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6667,0.643352,1e-06,0.016301997958511057,0.5,0.78,0.5325192532005707,19.0,87.0,68.0,0.0,0.2922273472709046,0.008683855331079314
18,1784896711,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6679,0.608782,1e-06,0.01509859912161604,0.5,0.78,0.5103718610759309,22.0,90.0,68.0,0.0,0.3265427830896332,0.012290668502194336
19,1784896714,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6699,0.579398,1e-06,0.010569019385131226,0.5,0.78,0.49917909574207364,20.0,85.0,65.0,0.0,0.3610377081627433,0.0
20,1784896718,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6722,0.554421,1e-06,0.007398313569591858,0.5,0.78,0.5822295185962121,20.0,87.0,67.0,0.0,0.39408821571392016,0.0
21,1784896721,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6731,0.627283,1e-06,0.0051788194987143,0.5,0.78,0.515526081083207,22.0,91.0,69.0,0.0,0.31376251099974406,0.0
22,1784896725,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6737,0.595123,1e-06,0.00362517364910001,0.5,0.78,0.5094528639468059,18.0,90.0,72.0,0.0,0.3464867176998209,0.0
23,1784896728,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.677,0.567787,1e-06,0.002537621554370007,0.5,0.78,0.5106617631696229,21.0,89.0,68.0,0.0,0.37913814238987453,0.0
24,1784896732,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6779,0.640649,1e-06,0.019459544929416456,0.5,0.78,0.5895713413354018,23.0,92.0,69.0,0.0,0.2968817796729122,0.05894403280452484
25,1784896735,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6789,0.606485,1e-06,0.013621681450591519,0.5,0.78,0.5051341606896195,21.0,87.0,66.0,0.0,0.3306192457710385,0.0
26,1784896739,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6791,0.577445,1e-06,0.009535177015414063,0.5,0.78,0.5241863916483169,23.0,89.0,66.0,0.0,0.364587872039727,0.0
27,1784896742,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6806,0.552761,1e-06,0.019242425019036058,0.5,0.78,0.5402951970479457,21.0,87.0,66.0,0.0,0.39716503042780893,0.041892670360820713
28,1784896746,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6814,0.625623,1e-06,0.039341364327930756,0.5,0.78,0.5607783024435153,21.0,80.0,59.0,0.0,0.3167130812994662,0.08623888938201837
29,1784896749,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6821,0.593712,1e-06,0.02753895502955153,0.5,0.78,0.5331747397826454,22.0,86.0,64.0,0.0,0.34905509690962633,0.0
30,1784896753,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6833,0.566588,1e-06,0.031521330339024586,0.5,0.78,0.5446786092221082,22.0,87.0,65.0,0.0,0.3813631278367384,0.04081353939446172
31,1784896756,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6824,0.63945,1e-06,0.051537567022753465,0.5,0.78,0.5796258062930827,24.0,88.0,64.0,0.0,0.2990147894857169,0.09824211928478752
32,1784896760,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6842,0.605465,1e-06,0.04704922416936919,0.5,0.78,0.5367877804397223,20.0,88.0,68.0,0.0,0.33247665264000176,0.03657642417813922
33,1784896763,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6858,0.576578,1e-06,0.033448371714623885,0.5,0.78,0.5907949479927005,21.0,90.0,69.0,0.0,0.36619711684800116,0.0017130493202181852
34,1784896766,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6867,0.64944,1e-06,0.04016041288923092,0.5,0.78,0.5450069051872247,22.0,88.0,66.0,0.0,0.2836033817936008,0.05582184229664735
35,1784896770,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6866,0.613957,1e-06,0.03156780999269482,0.5,0.78,0.5324138225298245,20.0,86.0,66.0,0.0,0.31866110725552055,0.011518403234110595
36,1784896774,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6869,0.583796,1e-06,0.05795460527970642,0.5,0.78,0.6256693358213268,20.0,87.0,67.0,0.0,0.35395339507886436,0.11952379428273349
37,1784896777,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6863,0.55816,1e-06,0.04056822369579449,0.5,0.78,0.5113239438493783,19.0,91.0,72.0,0.0,0.38779577655520503,0.0
38,1784896780,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6851,0.631022,1e-06,0.028397756587056143,0.5,0.78,0.5319538989864739,20.0,95.0,75.0,0.0,0.30756308358864354,0.0
39,1784896784,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6816,0.598302,1e-06,0.0198784296109393,0.5,0.78,0.5339121088121328,17.0,89.0,72.0,0.0,0.3410131985120504,0.0
40,1784896787,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6787,0.57049,1e-06,0.013914900727657508,0.5,0.78,0.5007870092045537,18.0,92.0,74.0,0.0,0.3743424389584352,0.0
41,1784896791,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6762,0.643352,1e-06,0.02398996505433073,0.5,0.78,0.570715243642033,24.0,89.0,65.0,0.0,0.2922273472709046,0.04749844848323492
42,1784896796,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6744,0.608782,1e-06,0.01679297553803151,0.5,0.78,0.5475961215614815,20.0,89.0,69.0,0.0,0.3265427830896332,0.0
43,1784896802,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6735,0.579398,1e-06,0.013060640181238434,0.5,0.78,0.5481153749601209,21.0,90.0,69.0,0.0,0.3610377081627433,0.004351857682054594
44,1784896808,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6732,0.554421,1e-06,0.009142448126866903,0.5,0.78,0.497137705670674,18.0,91.0,73.0,0.0,0.39408821571392016,0.0
45,1784896812,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6723,0.627283,1e-06,0.006399713688806832,0.5,0.78,0.5719895621188925,21.0,91.0,70.0,0.0,0.31376251099974406,0.0
46,1784896816,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6716,0.595123,1e-06,0.017772145808335443,0.5,0.78,0.5429723872450227,19.0,94.0,75.0,0.0,0.3464867176998209,0.0443078207539022
47,1784896819,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6693,0.567787,1e-06,0.013538425153259186,0.5,0.78,0.5345680015755796,24.0,86.0,62.0,0.0,0.37913814238987453,0.0036597436247479244
48,1784896823,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6668,0.640649,1e-06,0.013934628227014665,0.5,0.78,0.544525753144831,19.0,86.0,67.0,0.0,0.2968817796729122,0.014859102065777452
49,1784896827,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6669,0.606485,1e-06,0.009754239758910264,0.5,0.78,0.4979745196161353,21.0,90.0,69.0,0.0,0.3306192457710385,0.0
50,1784896830,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6663,0.577445,1e-06,0.006827967831237185,0.5,0.78,0.47938514368262586,17.0,88.0,71.0,0.0,0.364587872039727,0.0
51,1784896834,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6673,0.552761,1e-06,0.012392767280904216,0.5,0.78,0.5657227639401439,23.0,87.0,64.0,0.0,0.39716503042780893,0.02537729933012729
52,1784896837,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.662,0.625623,1e-06,0.00867493709663295,0.5,0.78,0.5032136838348694,14.0,91.0,77.0,0.0,0.3167130812994662,0.0
53,1784896841,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6583,0.593712,1e-06,0.032673715477795455,0.5,0.78,0.5604740378377036,19.0,87.0,68.0,0.0,0.34905509690962633,0.08867086503384129
54,1784896844,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6541,0.566588,1e-06,0.04488487022731315,0.5,0.78,0.62440210829236,25.0,87.0,62.0,0.0,0.3813631278367384,0.07337756464285444
55,1784896848,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6504,0.63945,1e-06,0.03420488581965041,0.5,0.78,0.5496044745320018,22.0,88.0,66.0,0.0,0.2990147894857169,0.009284922201770685
56,1784896852,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6478,0.605465,1e-06,0.05184363743016852,0.5,0.78,0.6009970905194206,23.0,89.0,66.0,0.0,0.33247665264000176,0.09300072452137745
57,1784896855,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6471,0.576578,1e-06,0.03629054620111796,0.5,0.78,0.5167847516184148,20.0,87.0,67.0,0.0,0.36619711684800116,0.0
58,1784896859,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6465,0.64944,1e-06,0.047981006906131565,0.5,0.78,0.5517307685812519,21.0,84.0,63.0,0.0,0.2836033817936008,0.07525874855116332
59,1784896862,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6426,0.613957,1e-06,0.05033622769397946,0.5,0.78,0.5192649600152148,15.0,86.0,71.0,0.0,0.31866110725552055,0.055831742865624555
60,1784896866,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6406,0.583796,1e-06,0.03523535938578562,0.5,0.78,0.5550603331622651,24.0,83.0,59.0,0.0,0.35395339507886436,0.0
61,1784896869,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6394,0.55816,1e-06,0.03596113352560425,0.5,0.78,0.530109831348094,18.0,91.0,73.0,0.0,0.38779577655520503,0.03765460651851438
62,1784896873,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.643,0.631022,1e-06,0.02517279346792297,0.5,0.78,0.5312633847307027,22.0,92.0,70.0,0.0,0.30756308358864354,0.0
63,1784896876,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.646,0.598302,1e-06,0.01762095542754608,0.5,0.78,0.5668512328572284,23.0,85.0,62.0,0.0,0.3410131985120504,0.0
64,1784896880,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6469,0.57049,1e-06,0.012334668799282255,0.5,0.78,0.47265936439959627,16.0,85.0,69.0,0.0,0.3743424389584352,0.0
65,1784896883,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6458,0.643352,1e-06,0.008634268159497577,0.5,0.78,0.5126196220859811,17.0,97.0,80.0,0.0,0.2922273472709046,0.0
66,1784896887,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6455,0.608782,1e-06,0.0060439877116483035,0.5,0.78,0.48296568172614124,18.0,90.0,72.0,0.0,0.3265427830896332,0.0
67,1784896890,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6452,0.579398,1e-06,0.004230791398153812,0.5,0.78,0.5462669222790584,18.0,89.0,71.0,0.0,0.3610377081627433,0.0
68,1784896894,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6457,0.554421,1e-06,0.007702928463184461,0.5,0.78,0.5305539468830167,20.0,85.0,65.0,0.0,0.39408821571392016,0.015804581614922642
69,1784896897,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6484,0.627283,1e-06,0.005392049924229122,0.5,0.78,0.5337810709479405,19.0,87.0,68.0,0.0,0.31376251099974406,0.0
70,1784896901,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6525,0.595123,1e-06,0.0037744349469603852,0.5,0.78,0.5135780306047423,17.0,89.0,72.0,0.0,0.3464867176998209,0.0
71,1784896904,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6558,0.567787,1e-06,0.03562744933656168,0.5,0.78,0.6097999201442489,20.0,89.0,69.0,0.0,0.37913814238987453,0.10995114957896471
72,1784896908,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6584,0.640649,1e-06,0.024939214535593175,0.5,0.78,0.5509469671130771,21.0,86.0,65.0,0.0,0.2968817796729122,0.0
73,1784896912,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6636,0.606485,1e-06,0.03302897072834787,0.5,0.78,0.5097344133363407,18.0,93.0,75.0,0.0,0.3306192457710385,0.051905068511442165
74,1784896915,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.669,0.577445,1e-06,0.023120279509843508,0.5,0.78,0.5035519005228568,20.0,93.0,73.0,0.0,0.364587872039727,0.0
75,1784896918,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6735,0.552761,1e-06,0.04688686699943857,0.5,0.78,0.5560672801607796,21.0,92.0,71.0,0.0,0.39716503042780893,0.10234223780849372
76,1784896922,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.674,0.625623,1e-06,0.03362211047773008,0.5,0.78,0.5481747879412562,23.0,87.0,64.0,0.0,0.3167130812994662,0.0026710119270769274
77,1784896926,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6752,0.593712,1e-06,0.05697454358721861,0.5,0.78,0.6101707712944633,20.0,93.0,73.0,0.0,0.34905509690962633,0.1114635541760252
78,1784896929,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6761,0.566588,1e-06,0.03988218051105302,0.5,0.78,0.5098213669707822,21.0,85.0,64.0,0.0,0.3813631278367384,0.0
79,1784896934,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6759,0.63945,1e-06,0.0431517917830167,0.5,0.78,0.5498500911411223,22.0,90.0,68.0,0.0,0.2990147894857169,0.05078088475093198
80,1784896939,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6783,0.605465,1e-06,0.03020625424811169,0.5,0.78,0.5657582447596423,22.0,89.0,67.0,0.0,0.33247665264000176,0.0
81,1784896945,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6803,0.576578,1e-06,0.021144377973678182,0.5,0.78,0.5423196067782053,20.0,92.0,72.0,0.0,0.36619711684800116,0.0
82,1784896950,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6809,0.64944,1e-06,0.023700891648712925,0.5,0.78,0.5309244777819079,20.0,91.0,71.0,0.0,0.2836033817936008,0.029666090223794003
83,1784896956,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6837,0.613957,1e-06,0.031503793065284016,0.5,0.78,0.5390594455494877,21.0,91.0,70.0,0.0,0.31866110725552055,0.049710563037283245
84,1784896962,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6863,0.583796,1e-06,0.02205265514569881,0.5,0.78,0.5259407532593702,21.0,94.0,73.0,0.0,0.35395339507886436,0.0
85,1784896967,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6886,0.55816,1e-06,0.03875799537172956,0.5,0.78,0.6037013040596857,21.0,84.0,63.0,0.0,0.38779577655520503,0.07773712256580131
86,1784896973,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.691,0.631022,1e-06,0.02713059676021069,0.5,0.78,0.5497025920158501,20.0,89.0,69.0,0.0,0.30756308358864354,0.0
87,1784896978,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6926,0.598302,1e-06,0.034981699804040145,0.5,0.78,0.5478934671419552,22.0,93.0,71.0,0.0,0.3410131985120504,0.05330094023964223
88,1784896984,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6936,0.57049,1e-06,0.0244871898628281,0.5,0.78,0.5033453502578342,20.0,91.0,71.0,0.0,0.3743424389584352,0.0
89,1784896989,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6943,0.643352,1e-06,0.01714103290397967,0.5,0.78,0.5253977395104469,21.0,82.0,61.0,0.0,0.2922273472709046,0.0
90,1784896996,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6935,0.608782,1e-06,0.030526538945818714,0.5,0.78,0.5864334541901886,23.0,87.0,64.0,0.0,0.3265427830896332,0.06175938637677649
91,1784897001,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6933,0.579398,1e-06,0.03616359691150054,0.5,0.78,0.5661507150424494,20.0,89.0,69.0,0.0,0.3610377081627433,0.04931673216475814
92,1784897006,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6937,0.554421,1e-06,0.04615062540758039,0.5,0.78,0.5886692254769401,22.0,87.0,65.0,0.0,0.39408821571392016,0.06945369189843337
93,1784897012,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6926,0.627283,1e-06,0.0418276560292115,0.5,0.78,0.5486127014591445,23.0,86.0,63.0,0.0,0.31376251099974406,0.0317407274796841
94,1784897017,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6914,0.595123,1e-06,0.029279359220448047,0.5,0.78,0.5466080705998442,20.0,88.0,68.0,0.0,0.3464867176998209,0.0
95,1784897023,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6881,0.567787,1e-06,0.03423699162272378,0.5,0.78,0.582420306702541,25.0,87.0,62.0,0.0,0.37913814238987453,0.045804800561367154
96,1784897029,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6845,0.640649,1e-06,0.026655087077199133,0.5,0.78,0.5542963074783659,19.0,94.0,75.0,0.0,0.2968817796729122,0.008963976470974976
97,1784897034,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6819,0.606485,1e-06,0.04765273326512878,0.5,0.78,0.5723790938556661,22.0,83.0,61.0,0.0,0.3306192457710385,0.09664724103696462
98,1784897040,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6804,0.577445,1e-06,0.033356913285590144,0.5,0.78,0.5020120947339752,20.0,88.0,68.0,0.0,0.364587872039727,0.0
99,1784897045,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6794,0.552761,1e-06,0.0233498392999131,0.5,0.78,0.5531274610253136,20.0,90.0,70.0,0.0,0.39716503042780893,0.0
100,1784897051,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6778,0.625623,1e-06,0.01634488750993917,0.5,0.78,0.5609685801321787,19.0,89.0,70.0,0.0,0.3167130812994662,0.0
101,1784897056,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6769,0.593712,1e-06,0.011441421256957417,0.5,0.78,0.575808617522695,21.0,83.0,62.0,0.0,0.34905509690962633,0.0
102,1784897062,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6762,0.566588,1e-06,0.008008994879870193,0.5,0.78,0.5427228264735326,23.0,94.0,71.0,0.0,0.3813631278367384,0.0
103,1784897067,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6751,0.63945,1e-06,0.02270685445948794,0.5,0.78,0.5873236849893175,23.0,85.0,62.0,0.0,0.2990147894857169,0.05700186014526269
104,1784897073,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6737,0.605465,1e-06,0.016145429310059606,0.5,0.78,0.5830170476273459,19.0,83.0,64.0,0.0,0.33247665264000176,0.0008354372947268374
105,1784897078,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6731,0.576578,1e-06,0.011301800517041723,0.5,0.78,0.5187112256123569,25.0,86.0,61.0,0.0,0.36619711684800116,0.0
106,1784897084,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6726,0.64944,1e-06,0.007911260361929205,0.5,0.78,0.5129248787738538,20.0,88.0,68.0,0.0,0.2836033817936008,0.0
